   100,0.027000
   200,0.098000
   300,0.330000
   400,0.374000
   500,0.677000
   600,1.008000
   700,1.362000
   800,5.390000
   900,2.184000
  1000,6.105000
  1100,3.416000
  1200,4.134000
  1300,6.953000
  1400,5.728000
  1500,9.275000
  1600,7.495000
  1700,11.476000
  1800,12.715000
  1900,14.966000
  2000,11.916000
  2100,12.906000
  2200,13.779000
  2300,17.930000
  2400,21.316999
  2500,21.857000
  2600,19.496000
  2700,21.451000
  2800,23.881001
  2900,24.006001
  3000,29.886999
  3100,29.473000
  3200,29.454000
  3300,36.986000
  3400,34.146000
  3500,43.507000
  3600,40.169998
  3700,43.200001
  3800,51.035999
  3900,47.331001
  4000,50.310001
  4100,52.603001
  4200,54.466999
  4300,59.181000
  4400,61.765999
  4500,62.233002
  4600,64.046997
  4700,63.182999
  4800,70.516998
  4900,75.116997
  5000,78.484001
  5100,76.556000
  5200,80.968002
  5300,84.815002
  5400,88.740997
  5500,93.991997
  5600,92.607002
  5700,100.964996
  5800,102.904999
  5900,102.261002
  6000,108.239998
  6100,110.394997
  6200,111.182999
  6300,123.521004
  6400,122.594002
  6500,125.639999
  6600,129.503998
  6700,131.391998
  6800,140.294998
  6900,141.093994
  7000,147.503998
  7100,151.832993
  7200,153.895004
  7300,164.643005
  7400,167.748001
  7500,167.856003
  7600,165.477005
  7700,182.263000
  7800,183.703995
  7900,193.350998
  8000,190.100006
  8100,191.425003
  8200,209.000000
  8300,208.843994
  8400,209.723007
  8500,212.671997
  8600,227.119003
  8700,224.440994
  8800,235.916000
  8900,242.028000
  9000,240.511002
  9100,255.332001
  9200,261.615997
  9300,261.559998
  9400,261.691986
  9500,278.894989
  9600,279.708008
  9700,291.700989
  9800,276.440002
  9900,296.816010
 10000,298.665009
 10100,296.148987
 10200,306.441010
 10300,326.493011
 10400,318.756012
 10500,327.579987
 10600,346.036011
 10700,345.148010
 10800,349.493011
 10900,361.524994
 11000,367.338989
 11100,367.263000
 11200,376.529999
 11300,381.265015
 11400,386.532990
 11500,395.674011
